"","Title","Maker","Identification_Numbers","Categories","Entities","Acquisition_and_Important_Dates","Description","Dating","School_or_Style","Materials_Used_in_Production","Website"
"140","Bust of the Medici Venus","Factory: Turner","Accession number: MAR.C.30-1912|Primary reference Number: 77362|Stable URI","Stoneware","Figure|bust","Method of acquisition: Bequeathed (1912) by Marlay, Charles Brinsley","Off-white stoneware with slight sheen and traces of gilding, supported on a black basalt socle Off-white stoneware with slight sheen and traces of gilding over much of the surface, supported on a black basalt socle, which is closed underneath and has a large circular ventilation hole in the middle. The name VENUS is impressed into the back and gilded. The rectangular socle is decorated on three sides and plain on the back. The lower edge is decorated in relief with Greek key pattern, with a row of beading above. The upper part of its sides are decorated with downward pointing leaves.The platform on which the bust rests has beading round the top edge, and below, upward pointing leaves, and a border of semi-circular motifs.","Late 18th or early 19th century|George III|Production date: circa AD 1800","Neoclassical",NA,"https://data.fitzmuseum.cam.ac.uk/id/object/77362"
"141",NA,"Potter: Unknown","Accession number: MAR.C.113-1912|Primary reference Number: 77359|Stable URI","Fritware (stonepaste)","Dish|Islamic pottery|Iznik","Method of acquisition: Bequeathed (1905-03-26) by Marlay, Charles Brinsley","Fritware painted in polychrome under a colourless glaze Fritware, mould made, painted in red slip, emerald green, blue and black under a colourless glaze
Shape: segmental bowl with an angled, flange rim, sits on a low, wide foot ring
Interior: on the rim a meandering scroll of blue and red tulips and rosettes is reserved in green. The cavetto is plain white except for a frieze of blue waves and red dots that encircle the roundel. In the roundel, a floral spray including saz leaves and pomegranate red and blue flower heads is outlined in black, all reserved in green. Impurities in the glaze on the roundel have resulted in lumps and scarring on the surface.
Exterior: just below the rim a black bracketed line is painted. On the body, a frieze of blue ovals and fleurs de lys are outlined in black. Glaze covers the surface except for the rim of the foot ring.","Late 16th Century|Circa 1585 CE - Circa 1590 CE","Ottoman","colourless, covers the surface except for the rim of the foot ring Glaze|Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/77359"
"142",NA,"Potter: Unknown","Accession number: MAR.C.112-1912|Primary reference Number: 77358|Stable URI","Fritware (stonepaste)","Dish|Islamic pottery|Iznik","Method of acquisition: Bequeathed (1912) by Marlay, Charles Brinsley","Fritware painted in polychrome under a colourless glaze Fritware, mould made, painted in blue, red and turquoise/emerald green under a pitted colourless glaze
Shape: segmental bowl with a foliated flange rim, sits on a low, wide foot ring
Interior: on the rim a blue and black rock wave pattern is interspersed with blue and green split palmette ‘S’ shaped scrolls. On the body a palmette, clasped with an agrafe, form the central point of a polychrome floral scroll further comprising two arching saz leaves framed by carnations and tulips. A small heart shaped arabesque is painted on the bud from which the palmette emerges.
Exterior: below the rim a blue bracketed line. On the body paired blue tulips alternate with rosettes in green and blue. Glaze covers the surface except for the rim of the foot ring.","Late 16th Century|Circa 1575 CE - Circa 1580 CE","Ottoman","colourless, covers the surface except for the rim of the foot ring Glaze|Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/77358"
"143",NA,"Pottery: Unidentified Frechen pottery (Probably)|Silversmith: Unknown (Probably)","Accession number: M.55-1961|Primary reference Number: 77314|Stable URI","Silver|Brown salt-glazed stoneware|German stoneware","Jug","Method of acquisition: Bequeathed (1960-04-27) by Clarke, Louis Colville Gray","Salt-glazed stoneware with engraved silver mounts and embossed and chased silver cover","Late 16th Century|Elizabeth I|Production date: circa AD 1580","Renaissance",NA,"https://data.fitzmuseum.cam.ac.uk/id/object/77314"
"144",NA,"Maker: Unknown","Accession number: C.77-1992|Primary reference Number: 138236|Stable URI","Earthenware","Dog","Method of acquisition: Bequeathed (1992) by Harvey-Samuel, R. E. D.","Hollow mould made earthenware dog with pricked up ears, clenched teeth, curled tail, and harness. Green lead glaze once covered the body. Fine terracotta biscuit.|It is possible to observe brilliance in the interior, where the two moulds joined.||Major crack runs full length of left hand flank. Glaze dissolves into silver iridescene. Glaze dissolves into silver iridescence in parts, and totally dissolved in others.","Han Dynasty (BC 206 - AD 220)|Circa -0206 - 220",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/138236"
"145",NA,"Pottery: Unknown|Silversmith: Unknown","Accession number: M.5-1954|Primary reference Number: 77311|Stable URI","Lead-glazed earthenware|Silver","Drinking pot|jug","Method of acquisition: Bought (1954-10-21) by Lumley, Thomas","Lead-glazed earthenware mounted in silver-gilt with engraved decoration Red earthenware, thrown, with treacly-brown lead-glaze, the mount on the neck, and cover of silver-gilt with engraved decoration. The pot has a bulbous body with a projecting foot, a short cylindrical neck, and an applied loop handle. Round the foot it has a toothed silver-gilt mount with a projecting flat border. The base is incised with a cross with W and N beside it","Mid 16th century|Circa 1545 CE - 1560 CE","Renaissance|Tudor","Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77311"
"146",NA,"Pottery: Unknown (Possibly)","Accession number: C.5-2003|Primary reference Number: 93629|Old loan number: Loan 1978|309|1038|Stable URI","Fritware (stonepaste)","Bowl|Islamic pottery|Underglaze painted ware","Method of acquisition: Given (2003-06-09) by Harris, Ann Stempel, Kerstin Sutherland, Mary","Off-white fritware bowl, with large iron rich inclusion visible on the base, wheel thrown, painted in blue and black under a colourless glaze. Pale buff where unglazed.|Shape: hemispherical bowl on a narrow, low foot ring. Slightly convex base.|Interior: the rim is dotted with blue. On the body a whorl of stylised fish swim around a central rosette, bisected by an ‘S’ shape, both are outlined in black and partially coloured with blue.|Exterior: a stylised petal design comprises a series of vertical and horizontal lines. Glaze runs over the surface to a point on the lower body, leaving areas of underglaze paint uncovered.||Possibly made by potters working for the Mugal conquerors, perhaps at Berke Serai||Two labels. The first is small and circular, printed in red '309'. The second is of rectangular sticky paper, inscribed in blue biro 'CR', underlined, with '1038' under this.","14th Century|Circa 1300 CE - Circa 1399 CE","Il-Khanid|Mamluk","Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/93629"
"147",NA,NA,"Accession number: L.5-1977|Primary reference Number: 77167|Stable URI",NA,NA,NA,NA,NA,NA,NA,"https://data.fitzmuseum.cam.ac.uk/id/object/77167"
"148",NA,"Production: Unknown","Accession number: GL.C.9-1928|Primary reference Number: 77107|Duplicate: CI.C.9-1928|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Bulbous jug with a flat base. Brown-surfaced grey earthenware with grid-stamped and applied strip decoration, partially covered with green lead glaze. The neck is short and concave. Loop handle. The lip is small, and there is a ridge below the mouth","13th Century|14th Century|Circa 1200 CE - 1400 CE","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77107"
"149",NA,"Production: Unknown","Accession number: GL.C.8-1928|Primary reference Number: 77106|Glaisher MS Catalogue: 3004|Stable URI","Lead-glazed earthenware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Bulbous jug with a missing base. Grey earthenware decorated with applied strips and pellets of clay in a zigzag pattern. White slip over a dark brown clay surface wash. The neck is fluted, and the handle is of hexagonal shape, with a leaf like pad applied on either side at the top.","13th Century|14th Century|Circa 1200 - 1400","Medieval","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77106"
"150",NA,"Production: Hoyle, John Phillips","Accession number: Gl.C.75-1928|Primary reference Number: 77105|Old object number: 2|Stable URI","Lead-glazed earthenware|Slipware","Harvest jug|jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, coated with white slip with incised and cut away decoration under pale yellow lead glaze. the jug has a bulbous body, with a short neck, pinched into a lip in front, and a loop handle rolled up into a coil at the lower end. On the front is a ship in full sail with the name and date 'Sarah Newman 1860' and a Union Jack above, and 'John Hoyle Bideford 1860' between two anchors below. At the back is a mariner's compass, sun, moon, and stars and large conventional flowering tree with birds amongst branches.","Mid 19th century|Victoria I|Production date: dated AD 1860 : dated",NA,"Lead-glaze|Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77105"
"151",NA,"Potter: Hoyle, John Phillips","Accession number: Gl.C.74-1928|Primary reference Number: 77104|Old object number: 7|Stable URI","Lead-glazed earthenware|Slipware","Jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, thrown, coated with white slip, with incised and cut away decoration under pale yellowish lead glaze. The jug has a bulbous body with a short neck, pinched into a lip in front, and a loop handle rolled into a coil at the lower end. On the front is a ship in full sail with the inscription 'Bucton Castle crossing the Line', above, and below, the inscription 'From Rocks & Sands/ & Every Ill/ may God Protect the Sailor/ Still/ John Phillips Hoyle/ 1857 Bideford'.","Mid 19th century|Victoria I|Production date: dated AD 1857 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77104"
"152",NA,"Production: Unidentified Bideford potter","Accession number: GL.C.73-1928|Primary reference Number: 77103|Glaisher MS Catalogue: 3242|Stable URI","Lead-glazed earthenware|Slipware","Harvest jug|jug","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Red earthenware, covered in white slip, with incised decoration under pale yellow lead glaze. Bulbous body, short neck, pinched into a lip in front, loop handle rolled up into a coil at the lower end. On the front a compass-like device for mariners flanked by a large spray of flowers. Below the handle, in a heart-shaped panel, the inscription 'Now Harvist is Come, I'm Filld with Strong Beer, so make yourself merry and Be of good Chear, But mind that to morrow To work you must go, For if you get Drunk you'l Call me your Foe. 1806'.","Early 19th Century|George III|Production date: dated AD 1806 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77103"
"153",NA,"Production: Donyatt Pottery","Accession number: Gl.C.72-1928|Primary reference Number: 77102|Glaisher MS Catalogue: 4109|Stable URI","Lead-glazed earthenware|Slipware","Bird feeder","Method of acquisition: Bequeathed (1928-12-07) by Glaisher, J. W. L., Dr","Pale red earthenware, coated with white slip, with incised decoration under pale yellow lead glaze. Back unglazed. The feeder is circular with a crinkled edge (49 crinkles), and has deep curved sides with a cup-like projection in the centre. In the hollow round the centre, there are three birds, a tulip and various formal flower motives, a heart, a bow, and the initials and date 'H.F. 1725'. On the rim is a chain pattern border.","Early 18th Century|George I|Production date: AD 1725 : dated",NA,"Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77102"
